Year level,Strand,Content code,Content description,Elaboration,Linked Achievement IDs,descriptor_type
Year 6,Algebra,AC9M6A02,"find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",constructing equivalent number sentences involving brackets and combinations of the 4 operations; explaining,Y6-AS-20,knowledge
Year 6,Algebra,AC9M6A02,"find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations","finding pairs of unknown values in numerical equations that make the equation hold true; for example, listing",Y6-AS-20,knowledge
Year 6,Algebra,AC9M6A02,"find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",applying knowledge of inverse operations and number properties to create equivalent number sentences;,Y6-AS-20,knowledge
Year 6,Algebra,AC9M6A03,"create and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns","using an algorithm to create extended number sequences involving rational numbers, using a rule and digital",,knowledge
Year 6,Algebra,AC9M6A03,"create and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns","designing an algorithm to model operations, using the concept of input and output, describing and explaining",,knowledge
Year 6,Algebra,AC9M6A03,"create and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns",designing an algorithm or writing a simple program to generate a sequence of numbers based on the user’s input,,knowledge
Year 6,Measurement,AC9M6M01,"convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem",recognising the significance of the prefixes in units of measurement,"Y6-AS-06, Y6-AS-17",knowledge
Year 6,Measurement,AC9M6M01,"convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem","identifying and using the correct operations when converting between units including millimetres, centimetres,","Y6-AS-06, Y6-AS-17",knowledge
Year 6,Measurement,AC9M6M01,"convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem","recognising the equivalence of measurements, such as 1.25 metres is the same as 125 centimetres","Y6-AS-06, Y6-AS-17",knowledge
Year 6,Measurement,AC9M6M02,establish the formula for the area of a rectangle and use it to solve practical problems,using the relationship between the length and area of square units and the array structure to derive a formula,Y6-AS-19,knowledge
Year 6,Measurement,AC9M6M02,establish the formula for the area of a rectangle and use it to solve practical problems,"using one centimetre grid paper to construct a variety of rectangles, recording the side lengths and the related",Y6-AS-19,knowledge
Year 6,Measurement,AC9M6M02,establish the formula for the area of a rectangle and use it to solve practical problems,solving problems involving the comparison of lengths and areas using appropriate units,Y6-AS-19,knowledge
Year 6,Measurement,AC9M6M02,establish the formula for the area of a rectangle and use it to solve practical problems,investigating the connection between the perimeters of different rectangles with the same area and between the,Y6-AS-19,knowledge
Year 6,Measurement,AC9M6M03,interpret and use timetables and itineraries to plan activities and determine the duration of events and journeys,planning a trip involving one or more modes of public transport,Y6-AS-12,knowledge
Year 6,Measurement,AC9M6M03,interpret and use timetables and itineraries to plan activities and determine the duration of events and journeys,"developing a timetable of daily activities for a planned event; for example, a sports carnival",Y6-AS-12,knowledge
