Year level,Strand,Sub-strand,Content code,Content description,Elaboration,Tags,Linked Achievement IDs
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts",evaluating an author’s use of evidence to support arguments,Other,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,Creating texts,AC9E4LY06,"plan, create, edit and publish written and multimodal imaginative, informative and persuasive texts, using visual features, relevant linked ideas, complex sentences, appropriate tense, synonyms and antonyms, correct spelling of multisyllabic words and simple punctuation",using research to gather ideas for writing and integrating information from a range of sources which may include those found online,Other,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
Year 4,Literacy,Creating texts,AC9E4LY06,"plan, create, edit and publish written and multimodal imaginative, informative and persuasive texts, using visual features, relevant linked ideas, complex sentences, appropriate tense, synonyms and antonyms, correct spelling of multisyllabic words and simple punctuation",selecting text structure and planning how to group ideas into paragraphs to sequence content,Text structure,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
Year 4,Literacy,Creating texts,AC9E4LY06,"plan, create, edit and publish written and multimodal imaginative, informative and persuasive texts, using visual features, relevant linked ideas, complex sentences, appropriate tense, synonyms and antonyms, correct spelling of multisyllabic words and simple punctuation","using topic-specific, precise and varied vocabulary",Other,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
Year 4,Literacy,Creating texts,AC9E4LY06,"plan, create, edit and publish written and multimodal imaginative, informative and persuasive texts, using visual features, relevant linked ideas, complex sentences, appropriate tense, synonyms and antonyms, correct spelling of multisyllabic words and simple punctuation","using grammatical features including different types of verb groups, noun groups and adverb groups/phrases for effective descriptions and details according to purpose",Grammar,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
Year 4,Literacy,Creating texts,AC9E4LY06,"plan, create, edit and publish written and multimodal imaginative, informative and persuasive texts, using visual features, relevant linked ideas, complex sentences, appropriate tense, synonyms and antonyms, correct spelling of multisyllabic words and simple punctuation",revising written texts to improve the selection of words used to connect ideas and improve the cohesion of the text,Text structure,"Year4-AS-4250, Year4-AS-5067, Year4-AS-8934, Year4-AS-9414"
Year 4,Literacy,Creating texts,AC9E4LY07,"plan, create, rehearse and deliver structured oral and/or multimodal presentations to report on a topic, tell a story, recount events or present an argument using subjective and objective language, complex sentences, visual features, tone, pace, pitch and volume","reporting on a topic in an organised manner, providing relevant facts and descriptive detail to support audience understanding, and using references to reliable sources to support claims",Comprehension,"Year4-AS-5015, Year4-AS-60, Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,Creating texts,AC9E4LY07,"plan, create, rehearse and deliver structured oral and/or multimodal presentations to report on a topic, tell a story, recount events or present an argument using subjective and objective language, complex sentences, visual features, tone, pace, pitch and volume","exploring the effects of changing tone, volume, pitch and pace in formal and informal contexts",Text structure,"Year4-AS-5015, Year4-AS-60, Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,Creating texts,AC9E4LY07,"plan, create, rehearse and deliver structured oral and/or multimodal presentations to report on a topic, tell a story, recount events or present an argument using subjective and objective language, complex sentences, visual features, tone, pace, pitch and volume","choosing a variety of appropriate words and phrases, including descriptive words and some technical vocabulary, to communicate meaning accurately",Other,"Year4-AS-5015, Year4-AS-60, Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,Creating texts,AC9E4LY07,"plan, create, rehearse and deliver structured oral and/or multimodal presentations to report on a topic, tell a story, recount events or present an argument using subjective and objective language, complex sentences, visual features, tone, pace, pitch and volume","rehearsing a presentation with a peer and sharing feedback about tone, pace, pitch and volume appropriate to audience",Other,"Year4-AS-5015, Year4-AS-60, Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,Phonic and word knowledge,AC9E4LY09,"understand how to use and apply phonological and morphological knowledge to read and write multisyllabic words with more complex letter combinations, including a variety of vowel sounds and known prefixes and suffixes","recognising unstressed vowels in multisyllabic words and how these vowel sounds are written; for example, “builder” and “animal”",Phonics,"Year4-AS-4250, Year4-AS-5193"
Year 4,Literacy,Phonic and word knowledge,AC9E4LY09,"understand how to use and apply phonological and morphological knowledge to read and write multisyllabic words with more complex letter combinations, including a variety of vowel sounds and known prefixes and suffixes","using phonic and morphemic knowledge to read and write multisyllabic words with more complex letter combinations; for example, “straightaway” and “thoughtful”",Comprehension,"Year4-AS-4250, Year4-AS-5193"
Year 4,Literacy,Phonic and word knowledge,AC9E4LY10,"understand how to use knowledge of letter patterns, including double letters, spelling generalisations, morphological word families, common prefixes and suffixes, and word origins, to spell more complex words","applying generalisations for adding affixes; for example, “hope” – “hoping”, “begin” – “beginning”, “country” – “countries”",Other,Year4-AS-4250
Year 4,Literacy,Phonic and word knowledge,AC9E4LY10,"understand how to use knowledge of letter patterns, including double letters, spelling generalisations, morphological word families, common prefixes and suffixes, and word origins, to spell more complex words","building morphemic word families and exploring word origins, for example “tricycle”, “tripod” and “triangle”",Other,Year4-AS-4250
Year 4,Literacy,Phonic and word knowledge,AC9E4LY11,read and write high-frequency words including homophones and know how to use context to identify correct spelling,"recognising that contextual and syntactical clues can be used to determine the use of homophones; for example, “We grow wheat on our farm.” “The train trip will take about an hour.”",Text structure,"Year4-AS-4250, Year4-AS-5193"
Year 5,Language,Language for interacting with others,AC9E5LA01,understand that language is selected for social contexts and that it helps to signal social roles and relationships,using language that signals the roles of chairperson and the different speaker positions in a debate,Other,"Year5-AS-4583, Year6-AS-4583"
